anime_id,title,title_english,title_synonyms,type,source,episodes,status,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,related,producer,licensor,studio,genre,duration_min,aired_from_year
30915,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,Blood Blockade Battlefront: Even These Are the Worst and Best Days Ever,Kekkai Sensen 10.5,Special,Manga,1,Finished Airing,14-Jun-15,"{'from': '2015-06-14', 'to': '2015-06-14'}",24 min.,R - 17+ (violence & profanity),6.82,11173,4240,2517,22201,23,,,"{'Full story': [{'mal_id': 24439, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24439/Kekkai_Sensen', 'title': 'Kekkai Sensen'}]}",TOHO animation,Funimation,Bones,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",24,2015
30916,The Five Killers,,,ONA,Original,1,Finished Airing,2007,"{'from': None, 'to': None}",1 min.,PG-13 - Teens 13 or older,6.05,171,7247,9600,482,2,,,[],,,Gonzo,Action,1,2007
30919,Sora no Method: Aru Shoujo no Kyuujitsu★,,Celestial Method: A Girl&#039;s Day Off,Special,Original,1,Finished Airing,24-Jul-15,"{'from': '2015-07-24', 'to': '2015-07-24'}",11 min.,PG-13 - Teens 13 or older,6.89,2607,3965,4620,5732,6,,,"{'Parent story': [{'mal_id': 23209, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23209/Sora_no_Method', 'title': 'Sora no Method'}]}","Bandai Visual, Lantis, Good Smile Company",,Studio 3Hz,"Slice of Life, Fantasy, Comedy",11,2015
30920,Utopa,,"Wakate Animator Ikusei Project, 2016 Young Animator Training Project, Anime Tamago",Movie,Original,1,Finished Airing,19-Mar-16,"{'from': '2016-03-19', 'to': '2016-03-19'}",23 min.,None,5.7,348,8010,8253,1013,0,,,"{'Other': [{'mal_id': 30921, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30921/Kacchikenee', 'title': 'Kacchikenee!'}, {'mal_id': 30922, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30922/Kaze_no_Matasaburou_Movie', 'title': 'Kaze no Matasaburou (Movie)'}, {'mal_id': 30923, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30923/Colorful_Ninja_Iromaki', 'title': 'Colorful Ninja Iromaki'}]}",,,Studio 4°C,Sci-Fi,23,2016
30921,Kacchikenee!,,"Wakate Animator Ikusei Project, 2016 Young Animator Training Project, Anime Tamago",Movie,Original,1,Finished Airing,19-Mar-16,"{'from': '2016-03-19', 'to': '2016-03-19'}",24 min.,None,6.4,171,5990,7758,1292,1,,,"{'Other': [{'mal_id': 30920, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30920/Utopa', 'title': 'Utopa'}, {'mal_id': 30922, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30922/Kaze_no_Matasaburou_Movie', 'title': 'Kaze no Matasaburou (Movie)'}, {'mal_id': 30923, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30923/Colorful_Ninja_Iromaki', 'title': 'Colorful Ninja Iromaki'}]}",,,Tezuka Productions,Supernatural,24,2016
30922,Kaze no Matasaburou (Movie),,"Wakate Animator Ikusei Project, 2016 Young Animator Training Project, Anime Tamago",Movie,Original,1,Finished Airing,19-Mar-16,"{'from': '2016-03-19', 'to': '2016-03-19'}",22 min.,G - All Ages,6.18,793,6834,6951,1925,1,,,"{'Alternative version': [{'mal_id': 12141, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12141/Kaze_no_Matasaburou', 'title': 'Kaze no Matasaburou'}], 'Other': [{'mal_id': 30920, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30920/Utopa', 'title': 'Utopa'}, {'mal_id': 30921, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30921/Kacchikenee', 'title': 'Kacchikenee!'}, {'mal_id': 30923, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30923/Colorful_Ninja_Iromaki', 'title': 'Colorful Ninja Iromaki'}]}",,,Buemon,"Supernatural, Fantasy",22,2016
30923,Colorful Ninja Iromaki,,"Wakate Animator Ikusei Project, 2016 Young Animator Training Project, Anime Tamago",Movie,Original,1,Finished Airing,19-Mar-16,"{'from': '2016-03-19', 'to': '2016-03-19'}",24 min.,None,5.9,90,7565,9088,647,0,,,"{'Other': [{'mal_id': 30920, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30920/Utopa', 'title': 'Utopa'}, {'mal_id': 30921, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30921/Kacchikenee', 'title': 'Kacchikenee!'}, {'mal_id': 30922, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30922/Kaze_no_Matasaburou_Movie', 'title': 'Kaze no Matasaburou (Movie)'}]}",EXA International,,Signal. MD,Fantasy,24,2016
30925,Gatchaman Crowds Insight: Inbound,Gatchaman Crowds Insight,"Gatchaman Crowds 2nd Season: Episode 0, Gatchaman Crowds Second Season: Episode 0, Gatchaman Crowds Insight: #0 Inbound",ONA,Original,1,Finished Airing,20-Jun-15,"{'from': '2015-06-20', 'to': '2015-06-20'}",14 min.,PG-13 - Teens 13 or older,7.08,9241,3261,2773,18405,9,,,"{'Prequel': [{'mal_id': 18229, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18229/Gatchaman_Crowds', 'title': 'Gatchaman Crowds'}], 'Sequel': [{'mal_id': 21039, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21039/Gatchaman_Crowds_Insight', 'title': 'Gatchaman Crowds Insight'}]}",,Sentai Filmworks,Tatsunoko Production,"Sci-Fi, Adventure",14,2015
30947,Kurayami Santa,,,TV,Original,13,Finished Airing,"Jul 5, 2015 to Sep 27, 2015","{'from': '2015-07-05', 'to': '2015-09-27'}",3 min. per ep.,PG-13 - Teens 13 or older,5.23,715,8785,6845,2013,5,Summer 2015,Sundays at 01:42 (JST),[],,,ILCA,"Historical, Supernatural",3,2015
30948,Kowabon,,,TV,Original,13,Finished Airing,"Oct 4, 2015 to Dec 27, 2015","{'from': '2015-10-04', 'to': '2015-12-27'}",3 min. per ep.,PG-13 - Teens 13 or older,5.31,8719,8670,2375,24714,23,Fall 2015,Sundays at 01:42 (JST),[],,,ILCA,Horror,3,2015
30952,New Initial D Movie: Legend 3 - Mugen,,Shin Gekijouban Initial D: Legend 3 - Mugen,Movie,Manga,1,Finished Airing,6-Feb-16,"{'from': '2016-02-06', 'to': '2016-02-06'}",1 hr.,PG-13 - Teens 13 or older,7.92,2995,664,4136,7566,23,,,"{'Prequel': [{'mal_id': 28881, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28881/New_Initial_D_Movie__Legend_2_-_Tousou', 'title': 'New Initial D Movie: Legend 2 - Tousou'}]}","Shochiku, Kodansha, Ultra Super Pictures, Avex Pictures",Sentai Filmworks,"SANZIGEN, LIDENFILMS","Cars, Seinen, Sports",60,2016
30953,Arslan Senki (TV) Specials,,,Special,Manga,8,Finished Airing,"Jul 23, 2015 to Feb 24, 2016","{'from': '2015-07-23', 'to': '2016-02-24'}",1 min. per ep.,PG-13 - Teens 13 or older,6.74,1466,4567,4194,7342,2,,,"{'Parent story': [{'mal_id': 28249, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28249/Arslan_Senki_TV', 'title': 'Arslan Senki (TV)'}], 'Sequel': [{'mal_id': 36498, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36498/Arslan_Senki_TV__Fuujin_Ranbu_-_4-koma_Gekijou', 'title': 'Arslan Senki (TV): Fuujin Ranbu - 4-koma Gekijou'}]}",,,"SANZIGEN, LIDENFILMS",Comedy,1,2015
30954,Jakusansei Million Arthur,,,ONA,Web manga,0,Currently Airing,"Nov 20, 2015 to ?","{'from': '2015-11-20', 'to': None}",1 min.,PG-13 - Teens 13 or older,6.54,79,5452,8909,710,2,,,"{'Side story': [{'mal_id': 33779, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33779/Jakusansei_Million_Arthur_Specials', 'title': 'Jakusansei Million Arthur Specials'}], 'Sequel': [{'mal_id': 35433, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35433/Jakusansei_Million_Arthur__Forever_Kakusansei_Million_Arthur', 'title': 'Jakusansei Million Arthur: Forever Kakusansei Million Arthur'}], 'Alternative version': [{'mal_id': 36642, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36642/Kakusansei_Million_Arthur', 'title': 'Kakusansei Million Arthur'}], 'Other': [{'mal_id': 36643, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36643/Kairisei_Million_Arthur', 'title': 'Kairisei Million Arthur'}, {'mal_id': 37555, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37555/Hangyakusei_Million_Arthur', 'title': 'Hangyakusei Million Arthur'}]}",Square Enix,,Gathering,"Comedy, Parody, Ecchi, Fantasy",1,2015
30988,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,,Locodol OVA,OVA,4-koma manga,2,Finished Airing,"Mar 23, 2015 to Jun 22, 2016","{'from': '2015-03-23', 'to': '2016-06-22'}",24 min. per ep.,PG-13 - Teens 13 or older,7.1,2381,3202,4794,5249,3,,,"{'Adaptation': [{'mal_id': 66085, 'type': 'manga', 'url': 'https://myanimelist.net/manga/66085/Futsuu_no_Joshikousei_ga_LocoDol_Yattemita', 'title': 'Futsuu no Joshikousei ga [LocoDol] Yattemita.'}], 'Prequel': [{'mal_id': 25719, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25719/Futsuu_no_Joshikousei_ga_Locodol_Yattemita__Nagarekawa_Annai_Shitemita', 'title': 'Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.'}]}",DAX Production,,feel.,"Slice of Life, Comedy, Seinen",24,2015
30989,Bary-san no Imabari-ben Kouza,,Bari-san no Imabari-ben Kouza,TV,Original,47,Finished Airing,"Jul 7, 2015 to Jun 3, 2016","{'from': '2015-07-07', 'to': '2016-06-03'}",30 sec. per ep.,G - All Ages,5.61,18,9690,9973,390,0,Summer 2015,Wednesdays at 02:42 (JST),"{'Other': [{'mal_id': 31662, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31662/Bary-san_x_Gospe_Rats__Tonde_Bary_Bary_Monogatari', 'title': 'Bary-san x Gospe Rats: Tonde Bary Bary Monogatari'}], 'Side story': [{'mal_id': 36611, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36611/Bary-san_no_Shokoku_Manyuuki', 'title': 'Bary-san no Shokoku Manyuuki'}]}",,,Kachidoki Studio,Comedy,0.5,2015
30991,Himouto! Umaru-chan OVA,,,OVA,Manga,2,Finished Airing,"Oct 19, 2015 to Apr 19, 2017","{'from': '2015-10-19', 'to': '2017-04-19'}",23 min. per ep.,PG-13 - Teens 13 or older,7.36,20196,2189,1818,38611,57,,,"{'Adaptation': [{'mal_id': 50133, 'type': 'manga', 'url': 'https://myanimelist.net/manga/50133/Himouto_Umaru-chan', 'title': 'Himouto! Umaru-chan'}], 'Prequel': [{'mal_id': 28825, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28825/Himouto_Umaru-chan', 'title': 'Himouto! Umaru-chan'}]}",,,Doga Kobo,"Slice of Life, Comedy, School, Seinen",23,2015
31018,DD Hokuto no Ken 2 Ichigo Aji+,DD Fist of the North Star 2: Strawberry Flavor Plus,Hokuto no Ken: Ichigo Aji,TV,Manga,12,Finished Airing,"Oct 7, 2015 to Dec 23, 2015","{'from': '2015-10-07', 'to': '2015-12-23'}",23 min. per ep.,PG-13 - Teens 13 or older,5.96,581,7433,6684,2168,2,Fall 2015,Wednesdays at 01:35 (JST),"{'Adaptation': [{'mal_id': 25880, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25880/DD_Hokuto_no_Ken', 'title': 'DD Hokuto no Ken'}, {'mal_id': 73015, 'type': 'manga', 'url': 'https://myanimelist.net/manga/73015/Hokuto_no_Ken__Ichigo-Aji', 'title': 'Hokuto no Ken: Ichigo-Aji'}], 'Other': [{'mal_id': 967, 'type': 'anime', 'url': 'https://myanimelist.net/anime/967/Hokuto_no_Ken', 'title': 'Hokuto no Ken'}, {'mal_id': 1356, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1356/Hokuto_no_Ken_2', 'title': 'Hokuto no Ken 2'}, {'mal_id': 17705, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17705/DD_Hokuto_no_Ken_2013', 'title': 'DD Hokuto no Ken (2013)'}]}",,,Ajia-Do,"Comedy, Parody, School, Seinen",23,2015
31019,Norasco (TV),,Nora Suko (TV),TV,Original,43,Finished Airing,"May 19, 2014 to Mar 31, 2015","{'from': '2014-05-19', 'to': '2015-03-31'}",2 min. per ep.,G - All Ages,5,11,11528,11703,165,0,Spring 2014,Not scheduled once per week,"{'Prequel': [{'mal_id': 24773, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24773/Norasco', 'title': 'Norasco'}], 'Side story': [{'mal_id': 31020, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31020/Norasco__Cinema_Point_Card-hen', 'title': 'Norasco: Cinema Point Card-hen'}]}",,,Kachidoki Studio,"Slice of Life, Comedy",2,2014
31020,Norasco: Cinema Point Card-hen,,Nora Suko,Movie,Original,10,Finished Airing,"Apr 25, 2014 to Mar, 2015","{'from': '2014-04-25', 'to': '2018-03-11'}",1 min. per ep.,G - All Ages,6.25,12,11530,13076,95,0,,,"{'Parent story': [{'mal_id': 24773, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24773/Norasco', 'title': 'Norasco'}, {'mal_id': 31019, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31019/Norasco_TV', 'title': 'Norasco (TV)'}]}",,,Kachidoki Studio,"Comedy, Slice of Life",1,2014
31035,Inferno Cop Specials,,Inferno Cop Sequel,Special,Original,3,Finished Airing,"Jun 13, 2015 to Jul 2, 2017","{'from': '2015-06-13', 'to': '2017-07-02'}",2 min. per ep.,PG-13 - Teens 13 or older,6.17,525,6859,6822,2034,2,,,"{'Character': [{'mal_id': 14349, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14349/Little_Witch_Academia', 'title': 'Little Witch Academia'}], 'Parent story': [{'mal_id': 16774, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16774/Inferno_Cop', 'title': 'Inferno Cop'}]}",,,Trigger,"Action, Comedy",2,2015
31043,Boku dake ga Inai Machi,ERASED,"The Town Where Only I am Missing, BokuMachi",TV,Manga,12,Finished Airing,"Jan 8, 2016 to Mar 25, 2016","{'from': '2016-01-08', 'to': '2016-03-25'}",23 min. per ep.,R - 17+ (violence & profanity),8.56,440402,77,40,699351,21248,Winter 2016,Fridays at 00:55 (JST),"{'Adaptation': [{'mal_id': 39325, 'type': 'manga', 'url': 'https://myanimelist.net/manga/39325/Boku_dake_ga_Inai_Machi', 'title': 'Boku dake ga Inai Machi'}], 'Summary': [{'mal_id': 35815, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35815/Boku_dake_ga_Inai_Machi_Recap', 'title': 'Boku dake ga Inai Machi Recap'}]}","Aniplex, Dentsu, Kadokawa Shoten, Fuji TV, DAX Production, Kyoraku Industrial Holdings, Kansai Telecasting, Lawson",Aniplex of America,A-1 Pictures,"Mystery, Psychological, Seinen, Supernatural",23,2016
31044,Kamisama Minarai: Himitsu no Cocotama,,Kamisama Minarai: Himitsu no Kokotama,TV,Original,0,Currently Airing,"Oct 1, 2015 to ?","{'from': '2015-10-01', 'to': None}",24 min.,PG - Children,6.11,219,7057,7088,1792,9,Fall 2015,Thursdays at 17:55 (JST),"{'Other': [{'mal_id': 34198, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34198/Kamisama_Minarai__Himitsu_no_Cocotama_Movie_-_Kiseki_wo_Okose♪_Tepple_to_Dokidoki_Cocotama-kai', 'title': 'Kamisama Minarai: Himitsu no Cocotama Movie - Kiseki wo Okose♪ Tepple to Dokidoki Cocotama-kai'}]}","TV Tokyo, Lantis",,OLM,"Slice of Life, Kids, Magic, Fantasy",24,2015
31049,Beyblade Burst,,,TV,Original,51,Finished Airing,"Apr 4, 2016 to Mar 27, 2017","{'from': '2016-04-04', 'to': '2017-03-27'}",24 min. per ep.,PG - Children,6.65,1560,4955,4491,6129,36,Spring 2016,Mondays at 17:55 (JST),"{'Adaptation': [{'mal_id': 93787, 'type': 'manga', 'url': 'https://myanimelist.net/manga/93787/Beyblade_Burst', 'title': 'Beyblade Burst'}], 'Spin-off': [{'mal_id': 5962, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5962/Metal_Fight_Beyblade', 'title': 'Metal Fight Beyblade'}], 'Other': [{'mal_id': 13231, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13231/Metal_Fight_Beyblade_Zero_G', 'title': 'Metal Fight Beyblade Zero G'}], 'Sequel': [{'mal_id': 34901, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34901/Beyblade_Burst_God', 'title': 'Beyblade Burst God'}], 'Character': [{'mal_id': 35745, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35745/40-shuunen_da_yo_Coro_Coro_All-Star_Shougakkou', 'title': '40-shuunen da yo! Coro Coro All-Star Shougakkou'}]}","TV Tokyo, d-rights",,OLM,"Action, Sci-Fi, Adventure, Sports, Shounen",24,2016
31050,Cyborg 009 VS Devilman,,,OVA,Original,3,Finished Airing,11-Nov-15,"{'from': '2015-11-11', 'to': '2015-11-11'}",31 min. per ep.,R - 17+ (violence & profanity),6.59,3016,5239,4435,6368,15,,,"{'Adaptation': [{'mal_id': 95091, 'type': 'manga', 'url': 'https://myanimelist.net/manga/95091/Cyborg_009_VS_Devilman__Breakdown', 'title': 'Cyborg 009 VS Devilman: Breakdown'}], 'Other': [{'mal_id': 2252, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2252/Devilman', 'title': 'Devilman'}, {'mal_id': 4690, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4690/Cyborg_009_1979', 'title': 'Cyborg 009 (1979)'}]}","Lantis, Half H.P Studio",,"Actas, Bee Media","Action, Sci-Fi, Super Power, Demons, Supernatural, Shounen",31,2015
31051,Kuroko no Basket: Saikou no Present Desu,,"Kuroko&#039;s Basketball: It&#039;s the Best Present, Kuroko no Basket Episode 75.5",Special,Manga,1,Finished Airing,24-Dec-15,"{'from': '2015-12-24', 'to': '2015-12-24'}",23 min.,PG-13 - Teens 13 or older,8.27,21134,267,1797,39360,105,,,"{'Parent story': [{'mal_id': 24415, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season', 'title': 'Kuroko no Basket 3rd Season'}]}","Bandai Visual, Nihon Ad Systems",,Production I.G,"Action, Sports, School, Shounen",23,2015
31055,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,,"Tobidasu PriPara: Minna de Mezase! Idol☆Grand Prix, Puri Para, Pri Para, PuriPara, Prism Paradise",Movie,Game,1,Finished Airing,24-Oct-15,"{'from': '2015-10-24', 'to': '2015-10-24'}",1 hr.,PG - Children,6.55,63,5429,9006,677,1,,,"{'Other': [{'mal_id': 23135, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23135/PriPara', 'title': 'PriPara'}]}","Avex Pictures, Q-Tec",,10Gauge,"Music, Slice of Life, School, Shoujo",60,2015
31056,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,Fate/Kaleid Liner Prisma Illya 2Wei Herz! Shorts,,Special,Manga,5,Finished Airing,"Sep 25, 2015 to Jan 29, 2016","{'from': '2015-09-25', 'to': '2016-01-29'}",6 min. per ep.,PG-13 - Teens 13 or older,7.1,7264,3202,2875,17210,17,,,"{'Parent story': [{'mal_id': 27525, 'type': 'anime', 'url': 'https://myanimelist.net/anime/27525/Fate_kaleid_liner_Prisma☆Illya_2wei_Herz', 'title': 'Fate/kaleid liner Prisma☆Illya 2wei Herz!'}]}","Lantis, DAX Production",Sentai Filmworks,Silver Link.,"Comedy, Magic, Ecchi",6,2015
31071,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou",,"Friday Evening, Abe Reiji: The Extraordinary Daily Life of an Ordinary Salaryman",TV,Radio,5,Finished Airing,"Jul 4, 2015 to Aug 1, 2015","{'from': '2015-07-04', 'to': '2015-08-01'}",3 min. per ep.,G - All Ages,5.31,50,8669,10404,313,1,Summer 2015,Saturdays at 01:53 (JST),"{'Side story': [{'mal_id': 32408, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32408/Kinyoru_Abe_Reiji__Heikinteki_na_Salaryman_no_Ijou_na_Nichijou_ONA', 'title': 'Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)'}]}",,,DLE,Comedy,3,2015
31080,Anne Happy♪,Anne-Happy,Unhappy Go Lucky!,TV,Manga,12,Finished Airing,"Apr 7, 2016 to Jun 23, 2016","{'from': '2016-04-07', 'to': '2016-06-23'}",23 min. per ep.,PG-13 - Teens 13 or older,7.07,19439,3293,1606,46659,205,Spring 2016,Thursdays at 21:30 (JST),"{'Adaptation': [{'mal_id': 85191, 'type': 'manga', 'url': 'https://myanimelist.net/manga/85191/Anne_Happy♪', 'title': 'Anne Happy♪'}]}","Sotsu, AT-X, KlockWorx, Asmik Ace Entertainment, Houbunsha, BS Fuji, DIVE II Entertainment, Grooove, Avex Pictures, Contents Seed, Furyu",Crunchyroll,Silver Link.,"Slice of Life, Comedy, School",23,2016
31091,Komori-san wa Kotowarenai!,Komori-san Can&#039;t Decline!,,TV,4-koma manga,12,Finished Airing,"Oct 4, 2015 to Dec 20, 2015","{'from': '2015-10-04', 'to': '2015-12-20'}",2 min. per ep.,PG-13 - Teens 13 or older,6.28,16272,6469,2035,32069,26,Fall 2015,Sundays at 22:27 (JST),"{'Adaptation': [{'mal_id': 65317, 'type': 'manga', 'url': 'https://myanimelist.net/manga/65317/Komori-san_wa_Kotowarenai', 'title': 'Komori-san wa Kotowarenai!'}], 'Character': [{'mal_id': 31621, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31621/Ooyasan_wa_Shishunki', 'title': 'Ooyasan wa Shishunki!'}]}","Genco, DAX Production, bilibili",,Artland,"Slice of Life, Comedy, School",2,2015
31096,Hibike! Euphonium: Suisougaku-bu no Nichijou,Sound! Euphonium Specials,Hibike! Euphonium Specials,Special,Original,7,Finished Airing,"Jun 17, 2015 to Dec 16, 2015","{'from': '2015-06-17', 'to': '2015-12-16'}",2 min. per ep.,PG-13 - Teens 13 or older,6.74,7706,4578,2879,17161,11,,,"{'Parent story': [{'mal_id': 27989, 'type': 'anime', 'url': 'https://myanimelist.net/anime/27989/Hibike_Euphonium', 'title': 'Hibike! Euphonium'}]}",,,Kyoto Animation,"Comedy, Music, School",2,2015
31098,Ushio to Tora (TV) 2nd Season,Ushio & Tora,Ushio and Tora,TV,Manga,13,Finished Airing,"Apr 1, 2016 to Jun 24, 2016","{'from': '2016-04-01', 'to': '2016-06-24'}",24 min. per ep.,PG-13 - Teens 13 or older,8.06,33039,481,1206,67362,239,Spring 2016,Fridays at 22:30 (JST),"{'Adaptation': [{'mal_id': 7747, 'type': 'manga', 'url': 'https://myanimelist.net/manga/7747/Ushio_to_Tora', 'title': 'Ushio to Tora'}], 'Alternative version': [{'mal_id': 842, 'type': 'anime', 'url': 'https://myanimelist.net/anime/842/Ushio_to_Tora', 'title': 'Ushio to Tora'}], 'Prequel': [{'mal_id': 29854, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29854/Ushio_to_Tora_TV', 'title': 'Ushio to Tora (TV)'}]}","Sotsu, Showgate, Tokuma Japan Communications, Daiichi Shokai CO., LTD",Sentai Filmworks,MAPPA,"Action, Adventure, Comedy, Demons, Supernatural, Shounen",24,2016
31105,Buddy Complex: Daremo Shiranai Ashita e,,,ONA,Original,1,Finished Airing,20-Sep-14,"{'from': '2014-09-20', 'to': '2014-09-20'}",1 hr. 34 min.,PG-13 - Teens 13 or older,7.06,613,3327,7121,1768,2,,,"{'Full story': [{'mal_id': 21437, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21437/Buddy_Complex', 'title': 'Buddy Complex'}]}",Lantis,,Sunrise,"Action, Mecha, Sci-Fi",94,2014
31109,Hatsukoi Monster,First Love Monster,,TV,Manga,12,Finished Airing,"Jul 2, 2016 to Sep 17, 2016","{'from': '2016-07-02', 'to': '2016-09-17'}",24 min. per ep.,PG-13 - Teens 13 or older,5.92,16387,7512,1398,57331,110,Summer 2016,Saturdays at 23:00 (JST),"{'Adaptation': [{'mal_id': 65121, 'type': 'manga', 'url': 'https://myanimelist.net/manga/65121/Hatsukoi_Monster', 'title': 'Hatsukoi Monster'}], 'Other': [{'mal_id': 34016, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34016/Hatsukoi_Monster_OVA', 'title': 'Hatsukoi Monster OVA'}]}","Kodansha, AT-X, DAX Production, KlockWorx, Sony Music Communications, King Records",Funimation,Studio Deen,"Comedy, Romance, School, Shoujo",24,2016
31111,Nisshin Seifun Group CM,,"Konyara no Uta, Onaka Suita ne no Uta, Moriyama Ryouko to Yano Akiko",Special,Other,3,Finished Airing,"Mar, 2010 to Apr 5, 2015","{'from': '2018-03-11', 'to': '2015-04-05'}",30 sec. per ep.,G - All Ages,6.15,315,6938,8784,763,0,,,[],,,Studio Ghibli,"Kids, Slice of Life",0.5,2018
31121,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,,"Almost Daily __! Sort of Live Video, Monster Musume WEB Shorts",ONA,Manga,60,Finished Airing,"Jul 8, 2015 to Sep 29, 2015","{'from': '2015-07-08', 'to': '2015-09-29'}",25 sec. per ep.,PG-13 - Teens 13 or older,6.61,8311,5164,2517,22230,34,,,"{'Other': [{'mal_id': 30307, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30307/Monster_Musume_no_Iru_Nichijou', 'title': 'Monster Musume no Iru Nichijou'}]}",TOHO animation,Sentai Filmworks,Lerche,"Slice of Life, Comedy",0.416666667,2015
31128,Arslan Senki (TV): Dakkan no Yaiba,The Heroic Legend of Arslan,Arslan Senki Episode 13.5,Special,Manga,1,Finished Airing,5-Jul-15,"{'from': '2015-07-05', 'to': '2015-07-05'}",24 min.,R - 17+ (violence & profanity),6.56,4154,5366,3824,9140,9,,,"{'Full story': [{'mal_id': 28249, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28249/Arslan_Senki_TV', 'title': 'Arslan Senki (TV)'}]}","Mainichi Broadcasting System, Kodansha, Magic Capsule, Graphinica, NBCUniversal Entertainment Japan",Funimation,"SANZIGEN, LIDENFILMS","Action, Adventure, Fantasy, Supernatural, Historical, Drama",24,2015
31137,Mahou Shoujo Lyrical Nanoha ViVid: Special Program,,"Mahou Shoujo Lyrical Nanoha ViVid Recap, Magical Girl Lyrical Nanoha ViVid Recap, Mahou Shoujo Lyrical Nanoha ViVid 12.5, Magical Girl Lyrical Nanoha ViVid 12.5",Special,Manga,1,Finished Airing,26-Jun-15,"{'from': '2015-06-26', 'to': '2015-06-26'}",25 min.,PG-13 - Teens 13 or older,6.14,468,6969,7233,1682,3,,,"{'Full story': [{'mal_id': 25939, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25939/Mahou_Shoujo_Lyrical_Nanoha_ViVid', 'title': 'Mahou Shoujo Lyrical Nanoha ViVid'}]}",,,A-1 Pictures,"Action, Magic",25,2015
