anime_id,title,title_english,title_synonyms,type,source,episodes,status,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,related,producer,licensor,studio,genre,duration_min,aired_from_year
1704,Eat-Man,,Eatman,TV,Manga,12,Finished Airing,"Jan 9, 1997 to Mar 27, 1997","{'from': '1997-01-09', 'to': '1997-03-27'}",24 min. per ep.,R - 17+ (violence & profanity),6.62,1640,5113,4840,5093,11,Winter 1997,Fridays at 01:15 (JST),"{'Adaptation': [{'mal_id': 1800, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1800/Eat-Man', 'title': 'Eat-Man'}], 'Sequel': [{'mal_id': 1599, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1599/Eat-Man_98', 'title': 'Eat-Man &#039;98'}]}",Bandai Visual,"Bandai Entertainment, Discotek Media",Studio Deen,"Action, Adventure, Sci-Fi, Shounen, Super Power",24,1997
1706,Gun Frontier,,,TV,Manga,13,Finished Airing,"Mar 28, 2002 to Jun 20, 2002","{'from': '2002-03-28', 'to': '2002-06-20'}",25 min. per ep.,PG-13 - Teens 13 or older,6.67,2251,4884,4522,6015,9,Spring 2002,Unknown,"{'Adaptation': [{'mal_id': 17224, 'type': 'manga', 'url': 'https://myanimelist.net/manga/17224/Gun_Frontier', 'title': 'Gun Frontier'}], 'Alternative setting': [{'mal_id': 1000, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1000/Uchuu_Kaizoku_Captain_Herlock', 'title': 'Uchuu Kaizoku Captain Herlock'}]}","TV Tokyo, Vega Entertainment","Media Blasters, Discotek Media",Echo,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen",25,2002
1707,Kinnikuman II Sei,Ultimate Muscle,"Kinnikuman Nisei, Kinnikuman Second Generations, Ultimate Muscle: The Kinnikuman Legacy",TV,Manga,51,Finished Airing,"Jan 9, 2002 to Dec 25, 2002","{'from': '2002-01-09', 'to': '2002-12-25'}",24 min. per ep.,PG-13 - Teens 13 or older,6.95,4428,3742,3929,8481,44,Winter 2002,Wednesdays at 18:00 (JST),"{'Adaptation': [{'mal_id': 5451, 'type': 'manga', 'url': 'https://myanimelist.net/manga/5451/Kinnikuman_II-sei', 'title': 'Kinnikuman II-sei'}], 'Prequel': [{'mal_id': 3281, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3281/Kinnikuman__Kinnikusei_Oui_Soudatsu-hen', 'title': 'Kinnikuman: Kinnikusei Oui Soudatsu-hen'}], 'Sequel': [{'mal_id': 5967, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5967/Kinnikuman_II_Sei__Ultimate_Muscle', 'title': 'Kinnikuman II Sei: Ultimate Muscle'}], 'Side story': [{'mal_id': 6310, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6310/Kinnikuman_II_Sei__Second_Generations', 'title': 'Kinnikuman II Sei: Second Generations'}, {'mal_id': 12279, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12279/Kinnikuman_II_Sei__Muscle_Ninjin_Soudatsu_sen_Choujin_Daisensou', 'title': 'Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou'}], 'Other': [{'mal_id': 6310, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6310/Kinnikuman_II_Sei__Second_Generations', 'title': 'Kinnikuman II Sei: Second Generations'}]}","TV Tokyo, Yomiuri Advertising",4Kids Entertainment,Toei Animation,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen",24,2002
1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,Pokemon: Mewtwo Returns,Pocket Monsters: Myuutsu! I Exist Here,Special,Game,1,Finished Airing,30-Dec-00,"{'from': '2000-12-30', 'to': '2000-12-30'}",1 hr. 15 min.,PG - Children,7.14,29716,3050,1579,47850,28,,,"{'Parent story': [{'mal_id': 527, 'type': 'anime', 'url': 'https://myanimelist.net/anime/527/Pokemon', 'title': 'Pokemon'}], 'Prequel': [{'mal_id': 528, 'type': 'anime', 'url': 'https://myanimelist.net/anime/528/Pokemon__Mewtwo_no_Gyakushuu', 'title': 'Pokemon: Mewtwo no Gyakushuu'}]}",Studio Jack,"4Kids Entertainment, Warner Bros.",OLM,"Action, Adventure, Comedy, Drama, Fantasy, Kids",75,2000
1713,Submarine Super 99,,,TV,Manga,13,Finished Airing,"May 8, 2003 to Jul 31, 2003","{'from': '2003-05-08', 'to': '2003-07-31'}",24 min. per ep.,PG-13 - Teens 13 or older,6.41,254,5977,8399,932,1,Spring 2003,Unknown,"{'Adaptation': [{'mal_id': 22786, 'type': 'manga', 'url': 'https://myanimelist.net/manga/22786/Submarine_Super_99', 'title': 'Submarine Super 99'}]}","TV Tokyo, Pony Canyon, AT-X, Tsuburaya Productions",Enoki Films,Vega Entertainment,"Action, Military, Sci-Fi, Adventure, Shounen",24,2003
1719,Rozen Maiden: Ouvertüre,Rozen Maiden: Ouvertüre,Rozen Maiden: Ouverture,Special,Manga,2,Finished Airing,"Dec 23, 2006 to Dec 24, 2006","{'from': '2006-12-23', 'to': '2006-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.8,28759,884,1554,48779,233,,,"{'Adaptation': [{'mal_id': 98, 'type': 'manga', 'url': 'https://myanimelist.net/manga/98/Rozen_Maiden', 'title': 'Rozen Maiden'}], 'Parent story': [{'mal_id': 65, 'type': 'anime', 'url': 'https://myanimelist.net/anime/65/Rozen_Maiden__Träumend', 'title': 'Rozen Maiden: Träumend'}]}",Mellow Head,Sentai Filmworks,Nomad,"Action, Comedy, Drama, Magic, Seinen",24,2006
1721,Hitohira,,,TV,Manga,12,Finished Airing,"Mar 28, 2007 to Jun 13, 2007","{'from': '2007-03-28', 'to': '2007-06-13'}",23 min. per ep.,PG-13 - Teens 13 or older,6.85,6038,4106,2990,15830,30,Spring 2007,Unknown,"{'Adaptation': [{'mal_id': 1876, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1876/Hitohira', 'title': 'Hitohira'}]}","Genco, Media Factory, AT-X, ASCII Media Works, Index, Futabasha, Gigno Systems",,Xebec,"Drama, Romance, School, Slice of Life",23,2007
1722,Nagasarete Airantou,,"Drift off to Blue Orchid Island, Casted Away - Airan Island",TV,Manga,26,Finished Airing,"Apr 5, 2007 to Sep 27, 2007","{'from': '2007-04-05', 'to': '2007-09-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.38,29598,2118,1328,61254,290,Spring 2007,Unknown,"{'Adaptation': [{'mal_id': 1086, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1086/Nagasarete_Airantou', 'title': 'Nagasarete Airantou'}]}",Square Enix,,feel.,"Comedy, Ecchi, Fantasy, Harem, Romance",24,2007
1723,Clannad Movie,Clannad The Motion Picture,Gekijouban Clannad,Movie,Visual novel,1,Finished Airing,15-Sep-07,"{'from': '2007-09-15', 'to': '2007-09-15'}",1 hr. 33 min.,PG-13 - Teens 13 or older,7.32,64200,2328,749,115332,407,,,"{'Alternative version': [{'mal_id': 2167, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2167/Clannad', 'title': 'Clannad'}, {'mal_id': 4181, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4181/Clannad__After_Story', 'title': 'Clannad: After Story'}]}",,Sentai Filmworks,Toei Animation,"Drama, Romance, Fantasy, School",93,2007
1724,Saint October,,,TV,Original,26,Finished Airing,"Jan 5, 2007 to Jun 29, 2007","{'from': '2007-01-05', 'to': '2007-06-29'}",25 min. per ep.,PG-13 - Teens 13 or older,6.48,598,5693,5123,4429,6,Winter 2007,Unknown,"{'Adaptation': [{'mal_id': 13921, 'type': 'manga', 'url': 'https://myanimelist.net/manga/13921/Saint_October', 'title': 'Saint October'}]}","Konami, Yomiko Advertising, Delfi Sound",,Studio Comet,"Adventure, Fantasy",25,2007
1725,Keitai Shoujo,,Cell Phone Girl,ONA,Visual novel,6,Finished Airing,"Mar 20, 2007 to Apr 17, 2007","{'from': '2007-03-20', 'to': '2007-04-17'}",7 min. per ep.,PG-13 - Teens 13 or older,5.38,1608,8566,5273,4085,0,,,"{'Adaptation': [{'mal_id': 98202, 'type': 'manga', 'url': 'https://myanimelist.net/manga/98202/Keitai_Shoujo__Triangle_Spirits', 'title': 'Keitai Shoujo: Triangle Spirits'}]}","Milky Cartoon, G-mode",,Studio Hibari,"Comedy, Romance, School, Drama",7,2007
1726,Devil May Cry,Devil May Cry,"Devil May Cry: The Animated Series, DmC",TV,Game,12,Finished Airing,"Jun 14, 2007 to Sep 6, 2007","{'from': '2007-06-14', 'to': '2007-09-06'}",24 min. per ep.,R - 17+ (violence & profanity),7.11,115107,3152,371,203008,1506,Summer 2007,Unknown,[],"Media Factory, Toshiba Entertainment","ADV Films, Funimation",Madhouse,"Action, Demons, Fantasy",24,2007
1727,Shinkyoku Soukai Polyphonica,Polyphonica,,TV,Visual novel,12,Finished Airing,"Apr 4, 2007 to Jun 20, 2007","{'from': '2007-04-04', 'to': '2007-06-20'}",24 min. per ep.,PG-13 - Teens 13 or older,6.93,8334,3822,2305,25789,47,Spring 2007,Unknown,"{'Prequel': [{'mal_id': 5504, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5504/Shinkyoku_Soukai_Polyphonica_Crimson_S', 'title': 'Shinkyoku Soukai Polyphonica Crimson S'}]}","Lantis, Pony Canyon, TBS, Movic, Magic Capsule, SoftBank Creative Corp., Memory-Tech, T.O Entertainment, Fuji Creative",Sentai Filmworks,Ginga Ya,"Music, Drama, Romance, Fantasy, School",24,2007
1728,Super GALS! Kotobuki Ran,Super GALS!,,TV,Manga,52,Finished Airing,"Apr 1, 2001 to Mar 31, 2002","{'from': '2001-04-01', 'to': '2002-03-31'}",24 min. per ep.,PG-13 - Teens 13 or older,7.52,4815,1587,3384,12197,152,Spring 2001,Unknown,"{'Adaptation': [{'mal_id': 89, 'type': 'manga', 'url': 'https://myanimelist.net/manga/89/Gals', 'title': 'Gals!'}]}",TV Tokyo,"ADV Films, Nozomi Entertainment",Studio Pierrot,"Comedy, Slice of Life, Shoujo",24,2001
1729,Maria-sama ga Miteru 3rd,Maria Watches Over Us 3rd,"MariMite OVA, La Vierge Marie Vous Regarde, The Virgin Mary is Watching You",OVA,Light novel,5,Finished Airing,"Dec 29, 2006 to Jul 25, 2007","{'from': '2006-12-29', 'to': '2007-07-25'}",50 min. per ep.,PG-13 - Teens 13 or older,7.95,7247,619,3137,14416,67,,,"{'Adaptation': [{'mal_id': 4177, 'type': 'manga', 'url': 'https://myanimelist.net/manga/4177/Maria-sama_ga_Miteru', 'title': 'Maria-sama ga Miteru'}], 'Prequel': [{'mal_id': 444, 'type': 'anime', 'url': 'https://myanimelist.net/anime/444/Maria-sama_ga_Miteru__Haru', 'title': 'Maria-sama ga Miteru: Haru'}], 'Side story': [{'mal_id': 2954, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2954/Maria-sama_ga_Miteru_3rd_Specials', 'title': 'Maria-sama ga Miteru 3rd Specials'}], 'Sequel': [{'mal_id': 3750, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3750/Maria-sama_ga_Miteru_4th', 'title': 'Maria-sama ga Miteru 4th'}]}",,Nozomi Entertainment,Studio Deen,"Drama, School, Shoujo Ai, Slice of Life",50,2006
1731,Tales of Symphonia The Animation: Sylvarant-hen,,Tales of Symphonia The Animation: Sylvarant Chapter,OVA,Game,4,Finished Airing,"Jun 8, 2007 to Dec 21, 2007","{'from': '2007-06-08', 'to': '2007-12-21'}",32 min. per ep.,PG-13 - Teens 13 or older,7.26,18776,2589,1753,40723,156,,,"{'Adaptation': [{'mal_id': 1255, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1255/Tales_of_Symphonia', 'title': 'Tales of Symphonia'}, {'mal_id': 12351, 'type': 'manga', 'url': 'https://myanimelist.net/manga/12351/Tales_of_Symphonia__Toki_no_Kagayaki', 'title': 'Tales of Symphonia: Toki no Kagayaki'}], 'Side story': [{'mal_id': 3954, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3954/Tales_of_Symphonia_The_Animation__Kratos-sensei_no_Private_Lesson', 'title': 'Tales of Symphonia The Animation: Kratos-sensei no Private Lesson'}], 'Sequel': [{'mal_id': 5306, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5306/Tales_of_Symphonia_The_Animation__Tethealla-hen', 'title': 'Tales of Symphonia The Animation: Tethe&#039;alla-hen'}], 'Character': [{'mal_id': 12699, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12699/Tales_of_Gekijou', 'title': 'Tales of Gekijou'}]}","Geneon Universal Entertainment, Frontier Works",,ufotable,"Action, Adventure, Magic, Martial Arts, Fantasy",32,2007
1732,Negima!? Natsu Special!?,,Mahou Sensei Negima! OVA Natsu,OVA,Manga,1,Finished Airing,22-Nov-06,"{'from': '2006-11-22', 'to': '2006-11-22'}",27 min.,PG-13 - Teens 13 or older,7.21,7163,2786,3167,14216,21,,,"{'Adaptation': [{'mal_id': 15, 'type': 'manga', 'url': 'https://myanimelist.net/manga/15/Mahou_Sensei_Negima', 'title': 'Mahou Sensei Negima!'}], 'Parent story': [{'mal_id': 1546, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1546/Negima', 'title': 'Negima!?'}]}","Starchild Records, GANSIS",Funimation,Shaft,"Ecchi, Fantasy, Comedy, Romance",27,2006
1733,eX-Driver: Nina & Rei Danger Zone,,,OVA,Original,1,Finished Airing,20-Apr-02,"{'from': '2002-04-20', 'to': '2002-04-20'}",27 min.,PG-13 - Teens 13 or older,6.6,1275,5200,6177,2738,3,,,"{'Sequel': [{'mal_id': 377, 'type': 'anime', 'url': 'https://myanimelist.net/anime/377/eX-Driver', 'title': 'eX-Driver'}]}","Bandai Visual, Genco",Geneon Entertainment USA,Actas,"Action, Cars, Sci-Fi",27,2002
1734,Ajimu: Kaigan Monogatari,,Ajimu: Beach Story,ONA,Original,4,Finished Airing,"Jun 15, 2001 to Feb 24, 2002","{'from': '2001-06-15', 'to': '2002-02-24'}",28 min. per ep.,PG-13 - Teens 13 or older,6.44,4583,5833,3630,10332,19,,,[],,,Actas,"Comedy, Drama, Romance, School",28,2001
1735,Naruto: Shippuuden,Naruto: Shippuden,Naruto Hurricane Chronicles,TV,Manga,500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017","{'from': '2007-02-15', 'to': '2017-03-23'}",23 min. per ep.,PG-13 - Teens 13 or older,8.18,385179,337,20,794112,42846,Winter 2007,Thursdays at 19:30 (JST),"{'Adaptation': [{'mal_id': 11, 'type': 'manga', 'url': 'https://myanimelist.net/manga/11/Naruto', 'title': 'Naruto'}, {'mal_id': 86129, 'type': 'manga', 'url': 'https://myanimelist.net/manga/86129/Naruto_Hiden_Series', 'title': 'Naruto Hiden Series'}, {'mal_id': 90531, 'type': 'manga', 'url': 'https://myanimelist.net/manga/90531/Naruto_Shinden_Series', 'title': 'Naruto Shinden Series'}], 'Prequel': [{'mal_id': 20, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20/Naruto', 'title': 'Naruto'}], 'Side story': [{'mal_id': 2472, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2472/Naruto__Shippuuden_Movie_1', 'title': 'Naruto: Shippuuden Movie 1'}, {'mal_id': 4437, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4437/Naruto__Shippuuden_Movie_2_-_Kizuna', 'title': 'Naruto: Shippuuden Movie 2 - Kizuna'}, {'mal_id': 6325, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6325/Naruto__Shippuuden_Movie_3_-_Hi_no_Ishi_wo_Tsugu_Mono', 'title': 'Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono'}, {'mal_id': 8246, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8246/Naruto__Shippuuden_Movie_4_-_The_Lost_Tower', 'title': 'Naruto: Shippuuden Movie 4 - The Lost Tower'}, {'mal_id': 10589, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10589/Naruto__Shippuuden_Movie_5_-_Blood_Prison', 'title': 'Naruto: Shippuuden Movie 5 - Blood Prison'}, {'mal_id': 13667, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13667/Naruto__Shippuuden_Movie_6_-_Road_to_Ninja', 'title': 'Naruto: Shippuuden Movie 6 - Road to Ninja'}, {'mal_id': 16870, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16870/The_Last__Naruto_the_Movie', 'title': 'The Last: Naruto the Movie'}, {'mal_id': 32365, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32365/Boruto__Naruto_the_Movie_-_Naruto_ga_Hokage_ni_Natta_Hi', 'title': 'Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi'}], 'Spin-off': [{'mal_id': 4134, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4134/Naruto_Shippuuden__Shippuu_Konoha_Gakuen_Den', 'title': 'Naruto Shippuuden: Shippuu! ""Konoha Gakuen"" Den'}, {'mal_id': 12979, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12979/Naruto_SD__Rock_Lee_no_Seishun_Full-Power_Ninden', 'title': 'Naruto SD: Rock Lee no Seishun Full-Power Ninden'}], 'Other': [{'mal_id': 10075, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10075/Naruto_x_UT', 'title': 'Naruto x UT'}, {'mal_id': 19511, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19511/Naruto_Shippuuden__Sunny_Side_Battle', 'title': 'Naruto Shippuuden: Sunny Side Battle'}], 'Sequel': [{'mal_id': 28755, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28755/Boruto__Naruto_the_Movie', 'title': 'Boruto: Naruto the Movie'}, {'mal_id': 34566, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34566/Boruto__Naruto_Next_Generations', 'title': 'Boruto: Naruto Next Generations'}]}","TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha",Viz Media,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",23,2007
1738,Muteki Kanban Musume,Ramen Fighter Miki,Noodle Fighter Miki,TV,Manga,12,Finished Airing,"Jul 5, 2006 to Sep 20, 2006","{'from': '2006-07-05', 'to': '2006-09-20'}",24 min. per ep.,PG-13 - Teens 13 or older,7.19,5939,2861,3180,14137,49,Summer 2006,Unknown,"{'Adaptation': [{'mal_id': 3063, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3063/Muteki_Kanban_Musume', 'title': 'Muteki Kanban Musume'}]}","Geneon Universal Entertainment, Yomiuri Telecasting, Yomiuri Advertising, Toshiba Entertainment",Media Blasters,Telecom Animation Film,"Action, Comedy, Martial Arts, Parody, Shounen",24,2006
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,Government Crime Investigation Agent Zaizen Jotaro,Naikaku Kenryoku Hanzai Kyosei Torishimarikan Zaizen Jotaro,TV,Manga,11,Finished Airing,"Jul 6, 2006 to Sep 21, 2006","{'from': '2006-07-06', 'to': '2006-09-21'}",24 min. per ep.,R - 17+ (violence & profanity),5.78,124,7845,8636,820,1,Summer 2006,Thursdays at 02:40 (JST),"{'Adaptation': [{'mal_id': 92580, 'type': 'manga', 'url': 'https://myanimelist.net/manga/92580/Naikaku_Kenryoku_Hanzai_Kyousei_Torishimarikan_Zaizen_Joutarou', 'title': 'Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou'}]}","TV Asahi, Universal Pictures Japan",,Trans Arts,"Action, Police, Drama, Seinen",24,2006
1742,Souryuuden,Legend of the Dragon Kings,"Sohryuuden: Legend of the Four Kings, Sohryuden",OVA,Novel,12,Finished Airing,"Jun 25, 1991 to Mar 10, 1993","{'from': '1991-06-25', 'to': '1993-03-10'}",45 min. per ep.,R - 17+ (violence & profanity),6.69,505,4818,7071,1806,7,,,"{'Adaptation': [{'mal_id': 25713, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25713/Souryuuden', 'title': 'Souryuuden'}]}","Kodansha, Fuji TV",Central Park Media,Kitty Films,"Mystery, Super Power, Supernatural, Drama",45,1991
1744,Wagamama☆Fairy Mirumo de Pon!,Mirmo Zibang!,"Milmo de Pon!, Mirmo!, Wagamama Fairy Milmo De Pon!, Selfish fairy: Mirumo de Pon!, Selfish Fairy Mirumo de Pon!, Wagamama Fairy Mirumo de Pon! Golden, Wagamama Fairy Mirumo de Pon! Wonderful, Wagamama Fairy Mirumo de Pon! Charming",TV,Manga,172,Finished Airing,"Apr 6, 2002 to Sep 27, 2005","{'from': '2002-04-06', 'to': '2005-09-27'}",21 min. per ep.,G - All Ages,7.43,4293,1915,3546,10915,111,Spring 2002,Unknown,"{'Adaptation': [{'mal_id': 5362, 'type': 'manga', 'url': 'https://myanimelist.net/manga/5362/Mirumo_de_Pon', 'title': 'Mirumo de Pon!'}]}",Trinity Sound,Viz Media,Studio Hibari,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo",21,2002
1747,Freedom,Freedom,,OVA,Original,7,Finished Airing,"Nov 24, 2006 to May 23, 2008","{'from': '2006-11-24', 'to': '2008-05-23'}",27 min. per ep.,PG-13 - Teens 13 or older,7.55,5915,1491,2949,16393,62,,,"{'Prequel': [{'mal_id': 2319, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2319/Freedom_Previsited', 'title': 'Freedom Previsited'}]}","Bandai Visual, Dentsu","Bandai Entertainment, Discotek Media, NYAV Post, Bandai Visual USA",Sunrise,"Action, Sci-Fi, Adventure, Space",27,2006
1762,Arslan Senki,The Heroic Legend of Arslan,,OVA,Light novel,6,Finished Airing,"Aug 17, 1991 to Sep 21, 1995","{'from': '1991-08-17', 'to': '1995-09-21'}",37 min. per ep.,PG-13 - Teens 13 or older,7.01,3877,3521,3194,14019,71,,,"{'Adaptation': [{'mal_id': 32793, 'type': 'manga', 'url': 'https://myanimelist.net/manga/32793/Arslan_Senki', 'title': 'Arslan Senki'}], 'Alternative version': [{'mal_id': 28249, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28249/Arslan_Senki_TV', 'title': 'Arslan Senki (TV)'}]}","Production I.G, Kadokawa Shoten, Movic, Sony Music Entertainment, Aubec",Central Park Media,"J.C.Staff, Animate Film","Action, Adventure, Drama, Fantasy, Historical",37,1991
1764,Slam Dunk (Movie),,Slam Dunk Movie 1,Movie,Manga,1,Finished Airing,12-Mar-94,"{'from': '1994-03-12', 'to': '1994-03-12'}",30 min.,PG-13 - Teens 13 or older,7.45,5628,1826,3628,10356,22,,,"{'Parent story': [{'mal_id': 170, 'type': 'anime', 'url': 'https://myanimelist.net/anime/170/Slam_Dunk', 'title': 'Slam Dunk'}]}",,,Toei Animation,"Comedy, Drama, School, Shounen, Slice of Life, Sports",30,1994
1766,Youseiki Suikoden,Suikoden Demon Century,,OVA,Light novel,1,Finished Airing,25-Sep-93,"{'from': '1993-09-25', 'to': '1993-09-25'}",45 min.,R - 17+ (violence & profanity),5.74,659,7942,7308,1615,0,,,[],"Konami, Kadokawa Shoten",ADV Films,J.C.Staff,"Action, Martial Arts, Fantasy",45,1993
1769,Oh! Super Milk-chan,The Super Milk-Chan Show,,TV,Original,12,Finished Airing,"Jan 27, 2000 to Apr 13, 2000","{'from': '2000-01-27', 'to': '2000-04-13'}",21 min. per ep.,R - 17+ (violence & profanity),6.06,1428,7215,5707,3369,13,Winter 2000,Thursdays at 18:30 (JST),"{'Prequel': [{'mal_id': 1743, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1743/Super_Milk-chan', 'title': 'Super Milk-chan'}], 'Side story': [{'mal_id': 18815, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18815/Oh_Super_Milk-chan_Special', 'title': 'Oh! Super Milk-chan Special'}]}",Pioneer LDC,ADV Films,Studio Pierrot,"Action, Parody, Comedy, Sci-Fi",21,2000
1771,Ring ni Kakero 1: Nichibei Kessen-hen,Ring ni Kakero 1 Episode: The Pacific War,"Put it All in the Ring 1: Japan vs USA Battle Story, Ring ni Kakero S2",TV,Manga,12,Finished Airing,"Apr 6, 2006 to Jun 12, 2006","{'from': '2006-04-06', 'to': '2006-06-12'}",25 min. per ep.,PG-13 - Teens 13 or older,6.75,437,4548,7762,1289,13,Spring 2006,Unknown,"{'Adaptation': [{'mal_id': 14231, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14231/Ring_ni_Kakero', 'title': 'Ring ni Kakero'}], 'Prequel': [{'mal_id': 23, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23/Ring_ni_Kakero_1', 'title': 'Ring ni Kakero 1'}], 'Sequel': [{'mal_id': 7793, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7793/Ring_ni_Kakero_1__Kage_Dou-hen', 'title': 'Ring ni Kakero 1: Kage Dou-hen'}]}",Marvelous,,Toei Animation,"Action, Sports, Shounen",25,2006
1774,HeatGuy J Special,HeatGuy J Special,"HeatGuy J: Captive - Angel, Habitat Ground Jewdo Special, Heat Guy Jay Special, HeatGuy-J Special",Special,Original,1,Finished Airing,26-Sep-03,"{'from': '2003-09-26', 'to': '2003-09-26'}",25 min.,PG-13 - Teens 13 or older,7.22,795,2720,7003,1879,1,,,"{'Parent story': [{'mal_id': 958, 'type': 'anime', 'url': 'https://myanimelist.net/anime/958/HeatGuy_J', 'title': 'HeatGuy J'}]}",Bandai Visual,"Funimation, Geneon Entertainment USA",Satelight,"Action, Adventure, Mecha, Police, Sci-Fi",25,2003
